sequence_summary,representation,weighting,true_label,fea_name,value
p90,neutral_centered,sample_weighted,Neutral,UpperLipRaiserR,-8.857860886319481e-23
p90,neutral_centered,sample_weighted,Sadness,UpperLipRaiserR,0.041355347163811125
p90,neutral_centered,sample_weighted,Surprise,UpperLipRaiserR,0.06976364240199073
p90,neutral_centered,participant_balanced,Anger,BrowLowererL,0.380811397827721
p90,neutral_centered,participant_balanced,Disgust,BrowLowererL,0.4062760735293536
p90,neutral_centered,participant_balanced,Fear,BrowLowererL,0.04727146018773576
p90,neutral_centered,participant_balanced,Happiness,BrowLowererL,0.03772249647544476
p90,neutral_centered,participant_balanced,Neutral,BrowLowererL,-1.084061448493209e-18
p90,neutral_centered,participant_balanced,Sadness,BrowLowererL,0.22877528803463418
p90,neutral_centered,participant_balanced,Surprise,BrowLowererL,0.016269265935342482
p90,neutral_centered,participant_balanced,Anger,BrowLowererR,0.36314375638790747
p90,neutral_centered,participant_balanced,Disgust,BrowLowererR,0.37411020347435037
p90,neutral_centered,participant_balanced,Fear,BrowLowererR,0.05070514482003711
p90,neutral_centered,participant_balanced,Happiness,BrowLowererR,0.03293291461230017
p90,neutral_centered,participant_balanced,Neutral,BrowLowererR,-2.913271972596077e-19
p90,neutral_centered,participant_balanced,Sadness,BrowLowererR,0.20855450868081649
p90,neutral_centered,participant_balanced,Surprise,BrowLowererR,0.017546497362120002
p90,neutral_centered,participant_balanced,Anger,CheekPuffL,0.01448802768366723
p90,neutral_centered,participant_balanced,Disgust,CheekPuffL,0.005612540822197951
p90,neutral_centered,participant_balanced,Fear,CheekPuffL,0.0010294082226075022
p90,neutral_centered,participant_balanced,Happiness,CheekPuffL,0.00035472907219728984
p90,neutral_centered,participant_balanced,Neutral,CheekPuffL,1.1655490221938227e-20
p90,neutral_centered,participant_balanced,Sadness,CheekPuffL,0.018378761361577765
p90,neutral_centered,participant_balanced,Surprise,CheekPuffL,0.0070895287028400495
p90,neutral_centered,participant_balanced,Anger,CheekPuffR,0.016657142549701617
p90,neutral_centered,participant_balanced,Disgust,CheekPuffR,0.0058902753050689115
p90,neutral_centered,participant_balanced,Fear,CheekPuffR,0.0009247703798331211
p90,neutral_centered,participant_balanced,Happiness,CheekPuffR,0.0009930190558382762
p90,neutral_centered,participant_balanced,Neutral,CheekPuffR,5.707878557326292e-21
p90,neutral_centered,participant_balanced,Sadness,CheekPuffR,0.01906028719349402
p90,neutral_centered,participant_balanced,Surprise,CheekPuffR,0.008391759047712073
p90,neutral_centered,participant_balanced,Anger,CheekRaiserL,0.23007337326762167
p90,neutral_centered,participant_balanced,Disgust,CheekRaiserL,0.3391672023557211
p90,neutral_centered,participant_balanced,Fear,CheekRaiserL,0.019323761347737462
p90,neutral_centered,participant_balanced,Happiness,CheekRaiserL,0.49695904326191204
p90,neutral_centered,participant_balanced,Neutral,CheekRaiserL,-1.0476394799268548e-18
p90,neutral_centered,participant_balanced,Sadness,CheekRaiserL,0.09230249953714369
p90,neutral_centered,participant_balanced,Surprise,CheekRaiserL,0.0136115865554736
p90,neutral_centered,participant_balanced,Anger,CheekRaiserR,0.21094464020337095
p90,neutral_centered,participant_balanced,Disgust,CheekRaiserR,0.31133932785204754
p90,neutral_centered,participant_balanced,Fear,CheekRaiserR,0.020744607565718727
p90,neutral_centered,participant_balanced,Happiness,CheekRaiserR,0.5047341594988801
p90,neutral_centered,participant_balanced,Neutral,CheekRaiserR,4.70237543996254e-19
p90,neutral_centered,participant_balanced,Sadness,CheekRaiserR,0.08386133020730724
p90,neutral_centered,participant_balanced,Surprise,CheekRaiserR,0.013692882390498136
p90,neutral_centered,participant_balanced,Anger,CheekSuckL,-9.496891491370434e-08
p90,neutral_centered,participant_balanced,Disgust,CheekSuckL,0.00019877499813324961
p90,neutral_centered,participant_balanced,Fear,CheekSuckL,0.00026658224004939124
p90,neutral_centered,participant_balanced,Happiness,CheekSuckL,-7.904383931672118e-08
p90,neutral_centered,participant_balanced,Neutral,CheekSuckL,-1.7682946665357662e-24
p90,neutral_centered,participant_balanced,Sadness,CheekSuckL,8.99881738556327e-08
p90,neutral_centered,participant_balanced,Surprise,CheekSuckL,0.01147195557083561
p90,neutral_centered,participant_balanced,Anger,CheekSuckR,5.928695409810893e-06
p90,neutral_centered,participant_balanced,Disgust,CheekSuckR,8.478395651847652e-05
p90,neutral_centered,participant_balanced,Fear,CheekSuckR,9.270368407495167e-05
p90,neutral_centered,participant_balanced,Happiness,CheekSuckR,5.96336626681116e-06
p90,neutral_centered,participant_balanced,Neutral,CheekSuckR,5.3859515131769e-23
p90,neutral_centered,participant_balanced,Sadness,CheekSuckR,-1.7217962021585143e-06
p90,neutral_centered,participant_balanced,Surprise,CheekSuckR,0.0119433435834248
p90,neutral_centered,participant_balanced,Anger,ChinRaiserB,0.4376561561710399
p90,neutral_centered,participant_balanced,Disgust,ChinRaiserB,0.331665970737275
p90,neutral_centered,participant_balanced,Fear,ChinRaiserB,0.03175027041651452
p90,neutral_centered,participant_balanced,Happiness,ChinRaiserB,0.053459961738579406
p90,neutral_centered,participant_balanced,Neutral,ChinRaiserB,-2.3118037335475925e-19
p90,neutral_centered,participant_balanced,Sadness,ChinRaiserB,0.5289261635941985
p90,neutral_centered,participant_balanced,Surprise,ChinRaiserB,0.030931877192803
p90,neutral_centered,participant_balanced,Anger,ChinRaiserT,0.42947910405519335
p90,neutral_centered,participant_balanced,Disgust,ChinRaiserT,0.3796076987662285
p90,neutral_centered,participant_balanced,Fear,ChinRaiserT,0.07519561603585026
p90,neutral_centered,participant_balanced,Happiness,ChinRaiserT,0.1322503171903519
p90,neutral_centered,participant_balanced,Neutral,ChinRaiserT,-4.499263792117853e-19
p90,neutral_centered,participant_balanced,Sadness,ChinRaiserT,0.4816346717339787
p90,neutral_centered,participant_balanced,Surprise,ChinRaiserT,0.06999688989570288
p90,neutral_centered,participant_balanced,Anger,DimplerL,0.043464764226233715
p90,neutral_centered,participant_balanced,Disgust,DimplerL,0.06242490581190266
p90,neutral_centered,participant_balanced,Fear,DimplerL,0.04370207264956872
p90,neutral_centered,participant_balanced,Happiness,DimplerL,0.2852649972174166
p90,neutral_centered,participant_balanced,Neutral,DimplerL,1.1166743595718228e-19
p90,neutral_centered,participant_balanced,Sadness,DimplerL,-6.83947208027646e-05
p90,neutral_centered,participant_balanced,Surprise,DimplerL,0.0201215034471712
p90,neutral_centered,participant_balanced,Anger,DimplerR,0.04485323051028201
p90,neutral_centered,participant_balanced,Disgust,DimplerR,0.0643569245948413
p90,neutral_centered,participant_balanced,Fear,DimplerR,0.04893321596565491
p90,neutral_centered,participant_balanced,Happiness,DimplerR,0.2951737616937236
p90,neutral_centered,participant_balanced,Neutral,DimplerR,5.030048695228982e-19
p90,neutral_centered,participant_balanced,Sadness,DimplerR,0.00036348926649430974
p90,neutral_centered,participant_balanced,Surprise,DimplerR,0.022757560141523882
p90,neutral_centered,participant_balanced,Anger,EyesClosedL,0.10954690943057942
p90,neutral_centered,participant_balanced,Disgust,EyesClosedL,0.2049701652293205
p90,neutral_centered,participant_balanced,Fear,EyesClosedL,0.011647331039772887
p90,neutral_centered,participant_balanced,Happiness,EyesClosedL,0.006092912826676414
p90,neutral_centered,participant_balanced,Neutral,EyesClosedL,9.4573382936071e-19
p90,neutral_centered,participant_balanced,Sadness,EyesClosedL,0.13590225042574863
p90,neutral_centered,participant_balanced,Surprise,EyesClosedL,0.030088431104431244
p90,neutral_centered,participant_balanced,Anger,EyesClosedR,0.11305856186810945
p90,neutral_centered,participant_balanced,Disgust,EyesClosedR,0.20131232211580335
p90,neutral_centered,participant_balanced,Fear,EyesClosedR,0.004187425243710703
p90,neutral_centered,participant_balanced,Happiness,EyesClosedR,0.012988081290034006
p90,neutral_centered,participant_balanced,Neutral,EyesClosedR,-1.1183054765572266e-18
p90,neutral_centered,participant_balanced,Sadness,EyesClosedR,0.13757396401442154
p90,neutral_centered,participant_balanced,Surprise,EyesClosedR,0.032346149356461934
p90,neutral_centered,participant_balanced,Anger,EyesLookDownL,0.10058100082239567
p90,neutral_centered,participant_balanced,Disgust,EyesLookDownL,0.12421480252713851
p90,neutral_centered,participant_balanced,Fear,EyesLookDownL,-0.005500565468031048
p90,neutral_centered,participant_balanced,Happiness,EyesLookDownL,0.02762305695126945
p90,neutral_centered,participant_balanced,Neutral,EyesLookDownL,-1.0696196551687647e-19
p90,neutral_centered,participant_balanced,Sadness,EyesLookDownL,0.0635379872116848
p90,neutral_centered,participant_balanced,Surprise,EyesLookDownL,7.52842592204407e-05
p90,neutral_centered,participant_balanced,Anger,EyesLookDownR,0.09908705415873924
p90,neutral_centered,participant_balanced,Disgust,EyesLookDownR,0.11960865772173353
p90,neutral_centered,participant_balanced,Fear,EyesLookDownR,-0.008862263226252328
p90,neutral_centered,participant_balanced,Happiness,EyesLookDownR,0.03288174250476483
p90,neutral_centered,participant_balanced,Neutral,EyesLookDownR,-3.4766604250721673e-19
p90,neutral_centered,participant_balanced,Sadness,EyesLookDownR,0.06483973001663118
p90,neutral_centered,participant_balanced,Surprise,EyesLookDownR,-0.0012582139566537152
p90,neutral_centered,participant_balanced,Anger,EyesLookLeftL,-0.021527738516796034
p90,neutral_centered,participant_balanced,Disgust,EyesLookLeftL,-0.01302763689414576
p90,neutral_centered,participant_balanced,Fear,EyesLookLeftL,-0.0081298558153263
p90,neutral_centered,participant_balanced,Happiness,EyesLookLeftL,-0.016001903522098678
p90,neutral_centered,participant_balanced,Neutral,EyesLookLeftL,5.9541247348948215e-19
p90,neutral_centered,participant_balanced,Sadness,EyesLookLeftL,-0.012758557938816013
p90,neutral_centered,participant_balanced,Surprise,EyesLookLeftL,-0.01598456792416297
p90,neutral_centered,participant_balanced,Anger,EyesLookLeftR,-0.02221569825096495
p90,neutral_centered,participant_balanced,Disgust,EyesLookLeftR,-0.01685547331177455
p90,neutral_centered,participant_balanced,Fear,EyesLookLeftR,-0.008140276678261829
p90,neutral_centered,participant_balanced,Happiness,EyesLookLeftR,-0.017793958777219104
p90,neutral_centered,participant_balanced,Neutral,EyesLookLeftR,2.5947424690933513e-18
p90,neutral_centered,participant_balanced,Sadness,EyesLookLeftR,-0.014172298030353352
p90,neutral_centered,participant_balanced,Surprise,EyesLookLeftR,-0.019712664214580542
p90,neutral_centered,participant_balanced,Anger,EyesLookRightL,-0.0058937610677674175
p90,neutral_centered,participant_balanced,Disgust,EyesLookRightL,0.0021154802262953088
p90,neutral_centered,participant_balanced,Fear,EyesLookRightL,-0.0032206422449947555
p90,neutral_centered,participant_balanced,Happiness,EyesLookRightL,0.012644577454391369
p90,neutral_centered,participant_balanced,Neutral,EyesLookRightL,8.780699075931987e-19
p90,neutral_centered,participant_balanced,Sadness,EyesLookRightL,0.004944013716573794
p90,neutral_centered,participant_balanced,Surprise,EyesLookRightL,0.010335474387039162
p90,neutral_centered,participant_balanced,Anger,EyesLookRightR,-0.003584081131756882
p90,neutral_centered,participant_balanced,Disgust,EyesLookRightR,0.0008659780344837726
p90,neutral_centered,participant_balanced,Fear,EyesLookRightR,0.0010038135313469071
p90,neutral_centered,participant_balanced,Happiness,EyesLookRightR,0.012140089760675647
p90,neutral_centered,participant_balanced,Neutral,EyesLookRightR,2.2900185569111816e-19
p90,neutral_centered,participant_balanced,Sadness,EyesLookRightR,0.0030635516619380524
p90,neutral_centered,participant_balanced,Surprise,EyesLookRightR,0.011255377511531021
p90,neutral_centered,participant_balanced,Anger,EyesLookUpL,0.02605816628889835
p90,neutral_centered,participant_balanced,Disgust,EyesLookUpL,-0.008147621488816278
p90,neutral_centered,participant_balanced,Fear,EyesLookUpL,-0.018717030533795847
p90,neutral_centered,participant_balanced,Happiness,EyesLookUpL,0.003159147029835203
p90,neutral_centered,participant_balanced,Neutral,EyesLookUpL,-9.840807866806699e-19
p90,neutral_centered,participant_balanced,Sadness,EyesLookUpL,-0.017165499596625673
p90,neutral_centered,participant_balanced,Surprise,EyesLookUpL,-0.02186253803815682
p90,neutral_centered,participant_balanced,Anger,EyesLookUpR,0.026058411782315535
p90,neutral_centered,participant_balanced,Disgust,EyesLookUpR,-0.008219942577355758
p90,neutral_centered,participant_balanced,Fear,EyesLookUpR,-0.018872666884935663
p90,neutral_centered,participant_balanced,Happiness,EyesLookUpR,0.003185977016369448
p90,neutral_centered,participant_balanced,Neutral,EyesLookUpR,-8.569547356537432e-19
p90,neutral_centered,participant_balanced,Sadness,EyesLookUpR,-0.01732314655592182
p90,neutral_centered,participant_balanced,Surprise,EyesLookUpR,-0.021858832624854996
p90,neutral_centered,participant_balanced,Anger,InnerBrowRaiserL,0.07648132132783197
p90,neutral_centered,participant_balanced,Disgust,InnerBrowRaiserL,0.07523937549134635
p90,neutral_centered,participant_balanced,Fear,InnerBrowRaiserL,0.2181610137675974
p90,neutral_centered,participant_balanced,Happiness,InnerBrowRaiserL,0.03729455515198198
p90,neutral_centered,participant_balanced,Neutral,InnerBrowRaiserL,-8.023813141321625e-19
p90,neutral_centered,participant_balanced,Sadness,InnerBrowRaiserL,0.10942271162040512
p90,neutral_centered,participant_balanced,Surprise,InnerBrowRaiserL,0.30054454575727596
p90,neutral_centered,participant_balanced,Anger,InnerBrowRaiserR,0.0668707013834605
p90,neutral_centered,participant_balanced,Disgust,InnerBrowRaiserR,0.0676391187139084
p90,neutral_centered,participant_balanced,Fear,InnerBrowRaiserR,0.22844756744342826
p90,neutral_centered,participant_balanced,Happiness,InnerBrowRaiserR,0.04062871647621406
p90,neutral_centered,participant_balanced,Neutral,InnerBrowRaiserR,2.4895060201290837e-19
p90,neutral_centered,participant_balanced,Sadness,InnerBrowRaiserR,0.10790266311740296
p90,neutral_centered,participant_balanced,Surprise,InnerBrowRaiserR,0.3086090344815166
p90,neutral_centered,participant_balanced,Anger,JawDrop,0.041144285082661824
p90,neutral_centered,participant_balanced,Disgust,JawDrop,0.12991502639466976
p90,neutral_centered,participant_balanced,Fear,JawDrop,0.2795587846962128
p90,neutral_centered,participant_balanced,Happiness,JawDrop,0.10312988603175938
p90,neutral_centered,participant_balanced,Neutral,JawDrop,7.163208246402765e-19
p90,neutral_centered,participant_balanced,Sadness,JawDrop,0.0408150824586117
p90,neutral_centered,participant_balanced,Surprise,JawDrop,0.49965556084265483
p90,neutral_centered,participant_balanced,Anger,JawSidewaysLeft,0.02199544413088249
p90,neutral_centered,participant_balanced,Disgust,JawSidewaysLeft,0.015830284162219946
p90,neutral_centered,participant_balanced,Fear,JawSidewaysLeft,0.003562455514463214
p90,neutral_centered,participant_balanced,Happiness,JawSidewaysLeft,0.0014577524725619285
p90,neutral_centered,participant_balanced,Neutral,JawSidewaysLeft,-3.800366277702794e-20
p90,neutral_centered,participant_balanced,Sadness,JawSidewaysLeft,0.030228478503604897
p90,neutral_centered,participant_balanced,Surprise,JawSidewaysLeft,0.02268133622349308
p90,neutral_centered,participant_balanced,Anger,JawSidewaysRight,0.02413968342235555
p90,neutral_centered,participant_balanced,Disgust,JawSidewaysRight,0.013869524364200468
p90,neutral_centered,participant_balanced,Fear,JawSidewaysRight,0.006248594238113061
p90,neutral_centered,participant_balanced,Happiness,JawSidewaysRight,0.008889524454225172
p90,neutral_centered,participant_balanced,Neutral,JawSidewaysRight,-3.428674901526707e-20
p90,neutral_centered,participant_balanced,Sadness,JawSidewaysRight,0.0275976787846158
p90,neutral_centered,participant_balanced,Surprise,JawSidewaysRight,0.03059286460590292
p90,neutral_centered,participant_balanced,Anger,JawThrust,0.05398687472664862
p90,neutral_centered,participant_balanced,Disgust,JawThrust,0.05481015608485537
p90,neutral_centered,participant_balanced,Fear,JawThrust,0.0667957589401466
p90,neutral_centered,participant_balanced,Happiness,JawThrust,0.01007694804394725
p90,neutral_centered,participant_balanced,Neutral,JawThrust,2.918388491710099e-19
p90,neutral_centered,participant_balanced,Sadness,JawThrust,0.08644506391055408
p90,neutral_centered,participant_balanced,Surprise,JawThrust,0.1650638270389552
p90,neutral_centered,participant_balanced,Anger,LidTightenerL,0.3622396459978758
p90,neutral_centered,participant_balanced,Disgust,LidTightenerL,0.3678514666304321
p90,neutral_centered,participant_balanced,Fear,LidTightenerL,0.05161646334126148
p90,neutral_centered,participant_balanced,Happiness,LidTightenerL,0.23235293655546466
p90,neutral_centered,participant_balanced,Neutral,LidTightenerL,4.035151425439079e-19
p90,neutral_centered,participant_balanced,Sadness,LidTightenerL,0.11079103178837675
p90,neutral_centered,participant_balanced,Surprise,LidTightenerL,0.041037519801690056
p90,neutral_centered,participant_balanced,Anger,LidTightenerR,0.3289797170587858
p90,neutral_centered,participant_balanced,Disgust,LidTightenerR,0.3410711847847592
p90,neutral_centered,participant_balanced,Fear,LidTightenerR,0.05448009263483999
p90,neutral_centered,participant_balanced,Happiness,LidTightenerR,0.20320886749220196
p90,neutral_centered,participant_balanced,Neutral,LidTightenerR,1.5717179071322894e-18
p90,neutral_centered,participant_balanced,Sadness,LidTightenerR,0.12686561196799043
p90,neutral_centered,participant_balanced,Surprise,LidTightenerR,0.04217742963985351
p90,neutral_centered,participant_balanced,Anger,LipCornerDepressorL,0.16982816815300245
p90,neutral_centered,participant_balanced,Disgust,LipCornerDepressorL,0.25581559143251853
p90,neutral_centered,participant_balanced,Fear,LipCornerDepressorL,0.05801799618300537
p90,neutral_centered,participant_balanced,Happiness,LipCornerDepressorL,0.011758581227353269
p90,neutral_centered,participant_balanced,Neutral,LipCornerDepressorL,2.2341293255533154e-19
p90,neutral_centered,participant_balanced,Sadness,LipCornerDepressorL,0.5901775508479491
p90,neutral_centered,participant_balanced,Surprise,LipCornerDepressorL,0.024171070964514377
p90,neutral_centered,participant_balanced,Anger,LipCornerDepressorR,0.16030906476544804
p90,neutral_centered,participant_balanced,Disgust,LipCornerDepressorR,0.24003466591417066
p90,neutral_centered,participant_balanced,Fear,LipCornerDepressorR,0.051042129243677174
p90,neutral_centered,participant_balanced,Happiness,LipCornerDepressorR,0.010441777058003813
p90,neutral_centered,participant_balanced,Neutral,LipCornerDepressorR,2.8206702250051696e-19
p90,neutral_centered,participant_balanced,Sadness,LipCornerDepressorR,0.5762076503464179
p90,neutral_centered,participant_balanced,Surprise,LipCornerDepressorR,0.021649886767922493
p90,neutral_centered,participant_balanced,Anger,LipCornerPullerL,0.05879378819878974
p90,neutral_centered,participant_balanced,Disgust,LipCornerPullerL,0.07787948221201277
p90,neutral_centered,participant_balanced,Fear,LipCornerPullerL,0.026708949006539744
p90,neutral_centered,participant_balanced,Happiness,LipCornerPullerL,0.7208403992631811
p90,neutral_centered,participant_balanced,Neutral,LipCornerPullerL,7.944899959161348e-19
p90,neutral_centered,participant_balanced,Sadness,LipCornerPullerL,0.010638588177065136
p90,neutral_centered,participant_balanced,Surprise,LipCornerPullerL,0.005582679323813181
p90,neutral_centered,participant_balanced,Anger,LipCornerPullerR,0.0618727742788204
p90,neutral_centered,participant_balanced,Disgust,LipCornerPullerR,0.07727641461982376
p90,neutral_centered,participant_balanced,Fear,LipCornerPullerR,0.029149403380950498
p90,neutral_centered,participant_balanced,Happiness,LipCornerPullerR,0.739765005702204
p90,neutral_centered,participant_balanced,Neutral,LipCornerPullerR,4.662218371331927e-19
p90,neutral_centered,participant_balanced,Sadness,LipCornerPullerR,0.009604011336657739
p90,neutral_centered,participant_balanced,Surprise,LipCornerPullerR,0.005050148545593153
p90,neutral_centered,participant_balanced,Anger,LipFunnelerLB,0.0014401120295337022
p90,neutral_centered,participant_balanced,Disgust,LipFunnelerLB,0.002760929406532957
p90,neutral_centered,participant_balanced,Fear,LipFunnelerLB,0.0013176071123623264
p90,neutral_centered,participant_balanced,Happiness,LipFunnelerLB,-0.0004458069859512955
p90,neutral_centered,participant_balanced,Neutral,LipFunnelerLB,7.13137417156816e-23
p90,neutral_centered,participant_balanced,Sadness,LipFunnelerLB,0.08921135836790624
p90,neutral_centered,participant_balanced,Surprise,LipFunnelerLB,0.03573183978994244
p90,neutral_centered,participant_balanced,Anger,LipFunnelerLT,0.027411793560788517
p90,neutral_centered,participant_balanced,Disgust,LipFunnelerLT,0.012205992365720862
p90,neutral_centered,participant_balanced,Fear,LipFunnelerLT,0.004151429645532959
p90,neutral_centered,participant_balanced,Happiness,LipFunnelerLT,0.0029245026097284976
p90,neutral_centered,participant_balanced,Neutral,LipFunnelerLT,3.337110612264536e-20
p90,neutral_centered,participant_balanced,Sadness,LipFunnelerLT,0.06944028004043205
p90,neutral_centered,participant_balanced,Surprise,LipFunnelerLT,0.06640050433389796
p90,neutral_centered,participant_balanced,Anger,LipFunnelerRB,0.0017164818949600173
p90,neutral_centered,participant_balanced,Disgust,LipFunnelerRB,0.00283513943470755
p90,neutral_centered,participant_balanced,Fear,LipFunnelerRB,0.0011151712857464906
p90,neutral_centered,participant_balanced,Happiness,LipFunnelerRB,-0.0004627454228790572
p90,neutral_centered,participant_balanced,Neutral,LipFunnelerRB,-3.470536068029294e-20
p90,neutral_centered,participant_balanced,Sadness,LipFunnelerRB,0.08927313046030637
p90,neutral_centered,participant_balanced,Surprise,LipFunnelerRB,0.032818149531374824
p90,neutral_centered,participant_balanced,Anger,LipFunnelerRT,0.023967480736060906
p90,neutral_centered,participant_balanced,Disgust,LipFunnelerRT,0.009491244218528297
p90,neutral_centered,participant_balanced,Fear,LipFunnelerRT,0.004339854365360075
p90,neutral_centered,participant_balanced,Happiness,LipFunnelerRT,0.0008029034372946002
p90,neutral_centered,participant_balanced,Neutral,LipFunnelerRT,-1.789107494417307e-20
p90,neutral_centered,participant_balanced,Sadness,LipFunnelerRT,0.07069411829155683
p90,neutral_centered,participant_balanced,Surprise,LipFunnelerRT,0.06566629485660397
p90,neutral_centered,participant_balanced,Anger,LipPressorL,0.023334562248358018
p90,neutral_centered,participant_balanced,Disgust,LipPressorL,0.05054383833893461
p90,neutral_centered,participant_balanced,Fear,LipPressorL,0.002519039945136171
p90,neutral_centered,participant_balanced,Happiness,LipPressorL,0.0004626657436684484
p90,neutral_centered,participant_balanced,Neutral,LipPressorL,9.009469683479766e-22
p90,neutral_centered,participant_balanced,Sadness,LipPressorL,0.02334213740021491
p90,neutral_centered,participant_balanced,Surprise,LipPressorL,0.004525211285913582
p90,neutral_centered,participant_balanced,Anger,LipPressorR,0.023555136209236924
p90,neutral_centered,participant_balanced,Disgust,LipPressorR,0.05058023861192759
p90,neutral_centered,participant_balanced,Fear,LipPressorR,0.002458854833025386
p90,neutral_centered,participant_balanced,Happiness,LipPressorR,0.0021604096592174353
p90,neutral_centered,participant_balanced,Neutral,LipPressorR,-8.773963620003394e-23
p90,neutral_centered,participant_balanced,Sadness,LipPressorR,0.021241773738303115
p90,neutral_centered,participant_balanced,Surprise,LipPressorR,0.0045789756346918025
p90,neutral_centered,participant_balanced,Anger,LipPuckerL,0.17180361596506533
p90,neutral_centered,participant_balanced,Disgust,LipPuckerL,0.14093961712550096
p90,neutral_centered,participant_balanced,Fear,LipPuckerL,0.01650094067052614
p90,neutral_centered,participant_balanced,Happiness,LipPuckerL,0.008256076386808737
p90,neutral_centered,participant_balanced,Neutral,LipPuckerL,-1.705862820806959e-20
p90,neutral_centered,participant_balanced,Sadness,LipPuckerL,0.10123211204194786
p90,neutral_centered,participant_balanced,Surprise,LipPuckerL,0.1774968711181381
p90,neutral_centered,participant_balanced,Anger,LipPuckerR,0.16728758669136728
p90,neutral_centered,participant_balanced,Disgust,LipPuckerR,0.1379545296931685
p90,neutral_centered,participant_balanced,Fear,LipPuckerR,0.01591214656490868
p90,neutral_centered,participant_balanced,Happiness,LipPuckerR,0.007335734158736383
p90,neutral_centered,participant_balanced,Neutral,LipPuckerR,-5.2846816349608435e-20
p90,neutral_centered,participant_balanced,Sadness,LipPuckerR,0.10712268642169306
p90,neutral_centered,participant_balanced,Surprise,LipPuckerR,0.17969512681233712
p90,neutral_centered,participant_balanced,Anger,LipStretcherL,0.035193163265377705
p90,neutral_centered,participant_balanced,Disgust,LipStretcherL,0.10100649346088322
p90,neutral_centered,participant_balanced,Fear,LipStretcherL,0.100501620648678
p90,neutral_centered,participant_balanced,Happiness,LipStretcherL,0.11332475259330607
p90,neutral_centered,participant_balanced,Neutral,LipStretcherL,3.744445269256112e-19
p90,neutral_centered,participant_balanced,Sadness,LipStretcherL,0.07750130028923737
p90,neutral_centered,participant_balanced,Surprise,LipStretcherL,0.009158121486168465
p90,neutral_centered,participant_balanced,Anger,LipStretcherR,0.03720553222333879
p90,neutral_centered,participant_balanced,Disgust,LipStretcherR,0.10589699293125839
p90,neutral_centered,participant_balanced,Fear,LipStretcherR,0.10732727711172321
p90,neutral_centered,participant_balanced,Happiness,LipStretcherR,0.11800387625731666
p90,neutral_centered,participant_balanced,Neutral,LipStretcherR,1.3137248598962901e-19
p90,neutral_centered,participant_balanced,Sadness,LipStretcherR,0.08086656723640895
p90,neutral_centered,participant_balanced,Surprise,LipStretcherR,0.011978350459852698
p90,neutral_centered,participant_balanced,Anger,LipSuckLB,0.21506059782036208
p90,neutral_centered,participant_balanced,Disgust,LipSuckLB,0.14912432338409745
p90,neutral_centered,participant_balanced,Fear,LipSuckLB,0.03523639216978132
p90,neutral_centered,participant_balanced,Happiness,LipSuckLB,0.2341749192167773
p90,neutral_centered,participant_balanced,Neutral,LipSuckLB,-2.620393804977112e-20
p90,neutral_centered,participant_balanced,Sadness,LipSuckLB,0.030477526928063953
p90,neutral_centered,participant_balanced,Surprise,LipSuckLB,0.011533561228198135
p90,neutral_centered,participant_balanced,Anger,LipSuckLT,0.07462616921665863
p90,neutral_centered,participant_balanced,Disgust,LipSuckLT,0.09773818932345693
p90,neutral_centered,participant_balanced,Fear,LipSuckLT,0.0107318789501694
p90,neutral_centered,participant_balanced,Happiness,LipSuckLT,0.13772053426640865
p90,neutral_centered,participant_balanced,Neutral,LipSuckLT,-1.9737528217868993e-19
p90,neutral_centered,participant_balanced,Sadness,LipSuckLT,0.02343187098194982
p90,neutral_centered,participant_balanced,Surprise,LipSuckLT,0.00785370663376475
p90,neutral_centered,participant_balanced,Anger,LipSuckRB,0.20836799398275566
p90,neutral_centered,participant_balanced,Disgust,LipSuckRB,0.14303233689960093
p90,neutral_centered,participant_balanced,Fear,LipSuckRB,0.031415507749804304
p90,neutral_centered,participant_balanced,Happiness,LipSuckRB,0.18864724813508002
p90,neutral_centered,participant_balanced,Neutral,LipSuckRB,7.797794415786442e-19
p90,neutral_centered,participant_balanced,Sadness,LipSuckRB,0.033087556430509354
p90,neutral_centered,participant_balanced,Surprise,LipSuckRB,0.010618662232619883
p90,neutral_centered,participant_balanced,Anger,LipSuckRT,0.06646550821841546
p90,neutral_centered,participant_balanced,Disgust,LipSuckRT,0.08521732862403723
p90,neutral_centered,participant_balanced,Fear,LipSuckRT,0.009692239457385874
p90,neutral_centered,participant_balanced,Happiness,LipSuckRT,0.13001611917348116
p90,neutral_centered,participant_balanced,Neutral,LipSuckRT,-2.2825529353083735e-19
p90,neutral_centered,participant_balanced,Sadness,LipSuckRT,0.017209595980777717
p90,neutral_centered,participant_balanced,Surprise,LipSuckRT,0.006823292672516809
p90,neutral_centered,participant_balanced,Anger,LipTightenerL,0.10013118439623331
p90,neutral_centered,participant_balanced,Disgust,LipTightenerL,0.0403382704511128
p90,neutral_centered,participant_balanced,Fear,LipTightenerL,0.007954257264530938
p90,neutral_centered,participant_balanced,Happiness,LipTightenerL,0.0026016308740556193
p90,neutral_centered,participant_balanced,Neutral,LipTightenerL,-9.413028949763292e-20
p90,neutral_centered,participant_balanced,Sadness,LipTightenerL,0.10747488168780311
p90,neutral_centered,participant_balanced,Surprise,LipTightenerL,0.08123143334879074
p90,neutral_centered,participant_balanced,Anger,LipTightenerR,0.09509314862309654
p90,neutral_centered,participant_balanced,Disgust,LipTightenerR,0.035734279413935706
