sequence_summary,representation,weighting,true_label,group_id,value,group_label
p90,standardized,participant_balanced,Fear,EYE63,-0.09566756111549225,EYE63 Eyes Up
p90,standardized,participant_balanced,Happiness,EYE63,0.05635299588586051,EYE63 Eyes Up
p90,standardized,participant_balanced,Neutral,EYE63,0.03290771251768601,EYE63 Eyes Up
p90,standardized,participant_balanced,Sadness,EYE63,-0.07708769762779916,EYE63 Eyes Up
p90,standardized,participant_balanced,Surprise,EYE63,-0.12864309672968316,EYE63 Eyes Up
p90,standardized,participant_balanced,Anger,EYE64,0.610930545581766,EYE64 Eyes Down
p90,standardized,participant_balanced,Disgust,EYE64,0.8224365930137576,EYE64 Eyes Down
p90,standardized,participant_balanced,Fear,EYE64,-0.41500152766876763,EYE64 Eyes Down
p90,standardized,participant_balanced,Happiness,EYE64,-0.05566666817744389,EYE64 Eyes Down
p90,standardized,participant_balanced,Neutral,EYE64,-0.34548692701133943,EYE64 Eyes Down
p90,standardized,participant_balanced,Sadness,EYE64,0.24604038056189986,EYE64 Eyes Down
p90,standardized,participant_balanced,Surprise,EYE64,-0.35115320463186994,EYE64 Eyes Down
p90,standardized,participant_balanced,Anger,UNMAPPED_MouthLeft,0.5039478308100811,MouthLeft (unmapped)
p90,standardized,participant_balanced,Disgust,UNMAPPED_MouthLeft,0.6556455175989904,MouthLeft (unmapped)
p90,standardized,participant_balanced,Fear,UNMAPPED_MouthLeft,-0.25075411778435536,MouthLeft (unmapped)
p90,standardized,participant_balanced,Happiness,UNMAPPED_MouthLeft,0.12451310770233863,MouthLeft (unmapped)
p90,standardized,participant_balanced,Neutral,UNMAPPED_MouthLeft,-0.45107358964840244,MouthLeft (unmapped)
p90,standardized,participant_balanced,Sadness,UNMAPPED_MouthLeft,-0.20314529588123253,MouthLeft (unmapped)
p90,standardized,participant_balanced,Surprise,UNMAPPED_MouthLeft,-0.21704741284595183,MouthLeft (unmapped)
p90,standardized,participant_balanced,Anger,UNMAPPED_MouthRight,0.17081257599790606,MouthRight (unmapped)
p90,standardized,participant_balanced,Disgust,UNMAPPED_MouthRight,0.20949534304061676,MouthRight (unmapped)
p90,standardized,participant_balanced,Fear,UNMAPPED_MouthRight,-0.14570848788089563,MouthRight (unmapped)
p90,standardized,participant_balanced,Happiness,UNMAPPED_MouthRight,0.04892229850943805,MouthRight (unmapped)
p90,standardized,participant_balanced,Neutral,UNMAPPED_MouthRight,-0.2486310583042779,MouthRight (unmapped)
p90,standardized,participant_balanced,Sadness,UNMAPPED_MouthRight,-0.23082293167809262,MouthRight (unmapped)
p90,standardized,participant_balanced,Surprise,UNMAPPED_MouthRight,0.11623671690670798,MouthRight (unmapped)
p90,neutral_centered,sample_weighted,Anger,AU1,0.06642787007985196,AU1 Inner Brow Raiser
p90,neutral_centered,sample_weighted,Disgust,AU1,0.06692138495249766,AU1 Inner Brow Raiser
p90,neutral_centered,sample_weighted,Fear,AU1,0.24154515415779101,AU1 Inner Brow Raiser
p90,neutral_centered,sample_weighted,Happiness,AU1,0.04209504303151575,AU1 Inner Brow Raiser
p90,neutral_centered,sample_weighted,Neutral,AU1,1.3605674321386722e-19,AU1 Inner Brow Raiser
p90,neutral_centered,sample_weighted,Sadness,AU1,0.10213673159915257,AU1 Inner Brow Raiser
p90,neutral_centered,sample_weighted,Surprise,AU1,0.2936361630358242,AU1 Inner Brow Raiser
p90,neutral_centered,sample_weighted,Anger,AU2,0.012662945780131604,AU2 Outer Brow Raiser
p90,neutral_centered,sample_weighted,Disgust,AU2,0.026085244115794756,AU2 Outer Brow Raiser
p90,neutral_centered,sample_weighted,Fear,AU2,0.23396354427594007,AU2 Outer Brow Raiser
p90,neutral_centered,sample_weighted,Happiness,AU2,0.035772108927801596,AU2 Outer Brow Raiser
p90,neutral_centered,sample_weighted,Neutral,AU2,-1.8140899095182297e-19,AU2 Outer Brow Raiser
p90,neutral_centered,sample_weighted,Sadness,AU2,0.02919555568099749,AU2 Outer Brow Raiser
p90,neutral_centered,sample_weighted,Surprise,AU2,0.29963638772492374,AU2 Outer Brow Raiser
p90,neutral_centered,sample_weighted,Anger,AU4,0.39268918597858943,AU4 Brow Lowerer
p90,neutral_centered,sample_weighted,Disgust,AU4,0.3768555565372107,AU4 Brow Lowerer
p90,neutral_centered,sample_weighted,Fear,AU4,0.05919851616727676,AU4 Brow Lowerer
p90,neutral_centered,sample_weighted,Happiness,AU4,0.04034557698828792,AU4 Brow Lowerer
p90,neutral_centered,sample_weighted,Neutral,AU4,1.0204255741040042e-19,AU4 Brow Lowerer
p90,neutral_centered,sample_weighted,Sadness,AU4,0.1857986994073739,AU4 Brow Lowerer
p90,neutral_centered,sample_weighted,Surprise,AU4,0.016662438558632697,AU4 Brow Lowerer
p90,neutral_centered,sample_weighted,Anger,AU5,0.07543518479414021,AU5 Upper Lid Raiser
p90,neutral_centered,sample_weighted,Disgust,AU5,0.014114141228109032,AU5 Upper Lid Raiser
p90,neutral_centered,sample_weighted,Fear,AU5,0.2806603903805803,AU5 Upper Lid Raiser
p90,neutral_centered,sample_weighted,Happiness,AU5,0.034677324947860716,AU5 Upper Lid Raiser
p90,neutral_centered,sample_weighted,Neutral,AU5,5.442269728554689e-19,AU5 Upper Lid Raiser
p90,neutral_centered,sample_weighted,Sadness,AU5,0.025118356477164032,AU5 Upper Lid Raiser
p90,neutral_centered,sample_weighted,Surprise,AU5,0.22588450037347005,AU5 Upper Lid Raiser
p90,neutral_centered,sample_weighted,Anger,AU6,0.24288852411623496,AU6 Cheek Raiser
p90,neutral_centered,sample_weighted,Disgust,AU6,0.32071516143849577,AU6 Cheek Raiser
p90,neutral_centered,sample_weighted,Fear,AU6,0.02115852958504463,AU6 Cheek Raiser
p90,neutral_centered,sample_weighted,Happiness,AU6,0.5003508188694082,AU6 Cheek Raiser
p90,neutral_centered,sample_weighted,Neutral,AU6,-5.21550848986491e-19,AU6 Cheek Raiser
p90,neutral_centered,sample_weighted,Sadness,AU6,0.07787416559466888,AU6 Cheek Raiser
p90,neutral_centered,sample_weighted,Surprise,AU6,0.012387222033898327,AU6 Cheek Raiser
p90,neutral_centered,sample_weighted,Anger,AU7,0.3543946904249265,AU7 Lid Tightener
p90,neutral_centered,sample_weighted,Disgust,AU7,0.3525297598442987,AU7 Lid Tightener
p90,neutral_centered,sample_weighted,Fear,AU7,0.04926699410711856,AU7 Lid Tightener
p90,neutral_centered,sample_weighted,Happiness,AU7,0.2214780563566599,AU7 Lid Tightener
p90,neutral_centered,sample_weighted,Neutral,AU7,4.535224773795574e-20,AU7 Lid Tightener
p90,neutral_centered,sample_weighted,Sadness,AU7,0.10594108125096023,AU7 Lid Tightener
p90,neutral_centered,sample_weighted,Surprise,AU7,0.04298926106987452,AU7 Lid Tightener
p90,neutral_centered,sample_weighted,Anger,AU8,0.03698495008028905,AU8 Lips Toward Each Other
p90,neutral_centered,sample_weighted,Disgust,AU8,0.04869776238340013,AU8 Lips Toward Each Other
p90,neutral_centered,sample_weighted,Fear,AU8,0.031218199414311375,AU8 Lips Toward Each Other
p90,neutral_centered,sample_weighted,Happiness,AU8,0.024584862294607903,AU8 Lips Toward Each Other
p90,neutral_centered,sample_weighted,Neutral,AU8,2.097541457880453e-19,AU8 Lips Toward Each Other
p90,neutral_centered,sample_weighted,Sadness,AU8,0.03925757617480127,AU8 Lips Toward Each Other
p90,neutral_centered,sample_weighted,Surprise,AU8,0.09007687794355992,AU8 Lips Toward Each Other
p90,neutral_centered,sample_weighted,Anger,AU9,0.3766721280276629,AU9 Nose Wrinkler
p90,neutral_centered,sample_weighted,Disgust,AU9,0.5415361296565759,AU9 Nose Wrinkler
p90,neutral_centered,sample_weighted,Fear,AU9,0.03971431292104365,AU9 Nose Wrinkler
p90,neutral_centered,sample_weighted,Happiness,AU9,0.021949116610208465,AU9 Nose Wrinkler
p90,neutral_centered,sample_weighted,Neutral,AU9,1.9487293949902858e-19,AU9 Nose Wrinkler
p90,neutral_centered,sample_weighted,Sadness,AU9,0.09698603821902935,AU9 Nose Wrinkler
p90,neutral_centered,sample_weighted,Surprise,AU9,0.027658678439348154,AU9 Nose Wrinkler
p90,neutral_centered,sample_weighted,Anger,AU10,0.2555169906470178,AU10 Upper Lip Raiser
p90,neutral_centered,sample_weighted,Disgust,AU10,0.41030418054787915,AU10 Upper Lip Raiser
p90,neutral_centered,sample_weighted,Fear,AU10,0.11628294508176422,AU10 Upper Lip Raiser
p90,neutral_centered,sample_weighted,Happiness,AU10,0.35555208548682177,AU10 Upper Lip Raiser
p90,neutral_centered,sample_weighted,Neutral,AU10,-4.533010308573994e-19,AU10 Upper Lip Raiser
p90,neutral_centered,sample_weighted,Sadness,AU10,0.039738799621710806,AU10 Upper Lip Raiser
p90,neutral_centered,sample_weighted,Surprise,AU10,0.06757431979027986,AU10 Upper Lip Raiser
p90,neutral_centered,sample_weighted,Anger,AU12,0.06357584204628244,AU12 Lip Corner Puller
p90,neutral_centered,sample_weighted,Disgust,AU12,0.08228488407828416,AU12 Lip Corner Puller
p90,neutral_centered,sample_weighted,Fear,AU12,0.03306894417287614,AU12 Lip Corner Puller
p90,neutral_centered,sample_weighted,Happiness,AU12,0.7295552933217491,AU12 Lip Corner Puller
p90,neutral_centered,sample_weighted,Neutral,AU12,8.618920088911013e-19,AU12 Lip Corner Puller
p90,neutral_centered,sample_weighted,Sadness,AU12,0.009708450009459949,AU12 Lip Corner Puller
p90,neutral_centered,sample_weighted,Surprise,AU12,0.004614578974695276,AU12 Lip Corner Puller
p90,neutral_centered,sample_weighted,Anger,AU14,0.04564065556898402,AU14 Dimpler
p90,neutral_centered,sample_weighted,Disgust,AU14,0.06376242770177037,AU14 Dimpler
p90,neutral_centered,sample_weighted,Fear,AU14,0.04838289691535152,AU14 Dimpler
p90,neutral_centered,sample_weighted,Happiness,AU14,0.29116105229660205,AU14 Dimpler
p90,neutral_centered,sample_weighted,Neutral,AU14,3.7132152776318664e-19,AU14 Dimpler
p90,neutral_centered,sample_weighted,Sadness,AU14,-0.0010587717490975767,AU14 Dimpler
p90,neutral_centered,sample_weighted,Surprise,AU14,0.019325592436310577,AU14 Dimpler
p90,neutral_centered,sample_weighted,Anger,AU15,0.1733704117015262,AU15 Lip Corner Depressor
p90,neutral_centered,sample_weighted,Disgust,AU15,0.2440512618403258,AU15 Lip Corner Depressor
p90,neutral_centered,sample_weighted,Fear,AU15,0.059856719467495816,AU15 Lip Corner Depressor
p90,neutral_centered,sample_weighted,Happiness,AU15,0.012018620549336783,AU15 Lip Corner Depressor
p90,neutral_centered,sample_weighted,Neutral,AU15,2.5227187804237883e-19,AU15 Lip Corner Depressor
p90,neutral_centered,sample_weighted,Sadness,AU15,0.5930101017730074,AU15 Lip Corner Depressor
p90,neutral_centered,sample_weighted,Surprise,AU15,0.025751516491337535,AU15 Lip Corner Depressor
p90,neutral_centered,sample_weighted,Anger,AU16,0.036220763812392615,AU16 Lower Lip Depressor
p90,neutral_centered,sample_weighted,Disgust,AU16,0.12435362055440288,AU16 Lower Lip Depressor
p90,neutral_centered,sample_weighted,Fear,AU16,0.1436294019999179,AU16 Lower Lip Depressor
p90,neutral_centered,sample_weighted,Happiness,AU16,0.1926445399387679,AU16 Lower Lip Depressor
p90,neutral_centered,sample_weighted,Neutral,AU16,-3.5147991996903326e-19,AU16 Lower Lip Depressor
p90,neutral_centered,sample_weighted,Sadness,AU16,0.018126197672746782,AU16 Lower Lip Depressor
p90,neutral_centered,sample_weighted,Surprise,AU16,0.019520102668239944,AU16 Lower Lip Depressor
p90,neutral_centered,sample_weighted,Anger,AU17,0.4629920429861357,AU17 Chin Raiser
p90,neutral_centered,sample_weighted,Disgust,AU17,0.33337388115040895,AU17 Chin Raiser
p90,neutral_centered,sample_weighted,Fear,AU17,0.04246261479535839,AU17 Chin Raiser
p90,neutral_centered,sample_weighted,Happiness,AU17,0.09355565752999753,AU17 Chin Raiser
p90,neutral_centered,sample_weighted,Neutral,AU17,2.8061703287860116e-19,AU17 Chin Raiser
p90,neutral_centered,sample_weighted,Sadness,AU17,0.52371216463386,AU17 Chin Raiser
p90,neutral_centered,sample_weighted,Surprise,AU17,0.052078485337041146,AU17 Chin Raiser
p90,neutral_centered,sample_weighted,Anger,AU18,0.19555333606699882,AU18 Lip Puckerer
p90,neutral_centered,sample_weighted,Disgust,AU18,0.11669769230697803,AU18 Lip Puckerer
p90,neutral_centered,sample_weighted,Fear,AU18,0.014560235271648882,AU18 Lip Puckerer
p90,neutral_centered,sample_weighted,Happiness,AU18,0.00824048117141708,AU18 Lip Puckerer
p90,neutral_centered,sample_weighted,Neutral,AU18,5.4564423059728e-20,AU18 Lip Puckerer
p90,neutral_centered,sample_weighted,Sadness,AU18,0.1046866412672344,AU18 Lip Puckerer
p90,neutral_centered,sample_weighted,Surprise,AU18,0.18657706325012152,AU18 Lip Puckerer
p90,neutral_centered,sample_weighted,Anger,AU20,0.04641419046557699,AU20 Lip Stretcher
p90,neutral_centered,sample_weighted,Disgust,AU20,0.10636038036269399,AU20 Lip Stretcher
p90,neutral_centered,sample_weighted,Fear,AU20,0.11766363985235884,AU20 Lip Stretcher
p90,neutral_centered,sample_weighted,Happiness,AU20,0.10757251117789454,AU20 Lip Stretcher
p90,neutral_centered,sample_weighted,Neutral,AU20,1.0771158837764489e-19,AU20 Lip Stretcher
p90,neutral_centered,sample_weighted,Sadness,AU20,0.08059677516114222,AU20 Lip Stretcher
p90,neutral_centered,sample_weighted,Surprise,AU20,0.01051237818610587,AU20 Lip Stretcher
p90,neutral_centered,sample_weighted,Anger,AU22,0.014674428560883223,AU22 Lip Funneler
p90,neutral_centered,sample_weighted,Disgust,AU22,0.006954278798123075,AU22 Lip Funneler
p90,neutral_centered,sample_weighted,Fear,AU22,0.0030567558680311474,AU22 Lip Funneler
p90,neutral_centered,sample_weighted,Happiness,AU22,0.0007205417191870611,AU22 Lip Funneler
p90,neutral_centered,sample_weighted,Neutral,AU22,-3.8841719986510923e-20,AU22 Lip Funneler
p90,neutral_centered,sample_weighted,Sadness,AU22,0.09887217447547524,AU22 Lip Funneler
p90,neutral_centered,sample_weighted,Surprise,AU22,0.053846738007759326,AU22 Lip Funneler
p90,neutral_centered,sample_weighted,Anger,AU23,0.11913575005170855,AU23 Lip Tightener
p90,neutral_centered,sample_weighted,Disgust,AU23,0.03217368902463851,AU23 Lip Tightener
p90,neutral_centered,sample_weighted,Fear,AU23,0.0076250889383647725,AU23 Lip Tightener
p90,neutral_centered,sample_weighted,Happiness,AU23,0.002633178281542379,AU23 Lip Tightener
p90,neutral_centered,sample_weighted,Neutral,AU23,-5.695604549903426e-20,AU23 Lip Tightener
p90,neutral_centered,sample_weighted,Sadness,AU23,0.11637359010278114,AU23 Lip Tightener
p90,neutral_centered,sample_weighted,Surprise,AU23,0.07676622590703494,AU23 Lip Tightener
p90,neutral_centered,sample_weighted,Anger,AU24,0.027610722959161386,AU24 Lip Pressor
p90,neutral_centered,sample_weighted,Disgust,AU24,0.03794240975400218,AU24 Lip Pressor
p90,neutral_centered,sample_weighted,Fear,AU24,0.0021992576672920025,AU24 Lip Pressor
p90,neutral_centered,sample_weighted,Happiness,AU24,0.001339349489051378,AU24 Lip Pressor
p90,neutral_centered,sample_weighted,Neutral,AU24,5.181848666014165e-21,AU24 Lip Pressor
p90,neutral_centered,sample_weighted,Sadness,AU24,0.022015958126612202,AU24 Lip Pressor
p90,neutral_centered,sample_weighted,Surprise,AU24,0.004501188082119236,AU24 Lip Pressor
p90,neutral_centered,sample_weighted,Anger,AU26,0.046845053620037984,AU26 Jaw Drop
p90,neutral_centered,sample_weighted,Disgust,AU26,0.12428019843404842,AU26 Jaw Drop
p90,neutral_centered,sample_weighted,Fear,AU26,0.27443712257469355,AU26 Jaw Drop
p90,neutral_centered,sample_weighted,Happiness,AU26,0.10374279733355268,AU26 Jaw Drop
p90,neutral_centered,sample_weighted,Neutral,AU26,6.632766231676027e-19,AU26 Jaw Drop
p90,neutral_centered,sample_weighted,Sadness,AU26,0.042463250844107785,AU26 Jaw Drop
p90,neutral_centered,sample_weighted,Surprise,AU26,0.4990376717687548,AU26 Jaw Drop
p90,neutral_centered,sample_weighted,Anger,AU28,0.13332587277392466,AU28 Lip Suck
p90,neutral_centered,sample_weighted,Disgust,AU28,0.11872470895476947,AU28 Lip Suck
p90,neutral_centered,sample_weighted,Fear,AU28,0.01897463595687847,AU28 Lip Suck
p90,neutral_centered,sample_weighted,Happiness,AU28,0.173920149924392,AU28 Lip Suck
p90,neutral_centered,sample_weighted,Neutral,AU28,-4.400585288323518e-19,AU28 Lip Suck
p90,neutral_centered,sample_weighted,Sadness,AU28,0.022288557127434105,AU28 Lip Suck
p90,neutral_centered,sample_weighted,Surprise,AU28,0.009667566988927049,AU28 Lip Suck
p90,neutral_centered,sample_weighted,Anger,AU43,0.11706886439783361,AU43 Eyes Closed
p90,neutral_centered,sample_weighted,Disgust,AU43,0.16567576574652712,AU43 Eyes Closed
p90,neutral_centered,sample_weighted,Fear,AU43,0.004118675130474289,AU43 Eyes Closed
p90,neutral_centered,sample_weighted,Happiness,AU43,0.012291389625547539,AU43 Eyes Closed
p90,neutral_centered,sample_weighted,Neutral,AU43,-2.18257692238912e-19,AU43 Eyes Closed
p90,neutral_centered,sample_weighted,Sadness,AU43,0.11672162269075695,AU43 Eyes Closed
p90,neutral_centered,sample_weighted,Surprise,AU43,0.023882064450632852,AU43 Eyes Closed
p90,neutral_centered,sample_weighted,Anger,AD29,0.05065373088045241,AD29 Jaw Thrust
p90,neutral_centered,sample_weighted,Disgust,AD29,0.05052653661727551,AD29 Jaw Thrust
p90,neutral_centered,sample_weighted,Fear,AD29,0.060251163235429166,AD29 Jaw Thrust
p90,neutral_centered,sample_weighted,Happiness,AD29,0.00821377551712596,AD29 Jaw Thrust
p90,neutral_centered,sample_weighted,Neutral,AD29,3.330555693256125e-19,AD29 Jaw Thrust
p90,neutral_centered,sample_weighted,Sadness,AD29,0.10489705380078068,AD29 Jaw Thrust
p90,neutral_centered,sample_weighted,Surprise,AD29,0.1644550289861599,AD29 Jaw Thrust
p90,neutral_centered,sample_weighted,Anger,AD30,0.027500610506949907,AD30 Jaw Sideways
p90,neutral_centered,sample_weighted,Disgust,AD30,0.0148139214560492,AD30 Jaw Sideways
p90,neutral_centered,sample_weighted,Fear,AD30,0.005148511696487593,AD30 Jaw Sideways
p90,neutral_centered,sample_weighted,Happiness,AD30,0.005146053873785992,AD30 Jaw Sideways
p90,neutral_centered,sample_weighted,Neutral,AD30,4.960402096338909e-21,AD30 Jaw Sideways
p90,neutral_centered,sample_weighted,Sadness,AD30,0.032470624287371165,AD30 Jaw Sideways
p90,neutral_centered,sample_weighted,Surprise,AD30,0.02792477095844847,AD30 Jaw Sideways
p90,neutral_centered,sample_weighted,Anger,AD34,0.01913712085969105,AD34 Cheek Puff
p90,neutral_centered,sample_weighted,Disgust,AD34,0.006064233847164804,AD34 Cheek Puff
p90,neutral_centered,sample_weighted,Fear,AD34,0.0007209930490679449,AD34 Cheek Puff
p90,neutral_centered,sample_weighted,Happiness,AD34,0.0006501473841082776,AD34 Cheek Puff
p90,neutral_centered,sample_weighted,Neutral,AD34,-2.879912020664621e-20,AD34 Cheek Puff
p90,neutral_centered,sample_weighted,Sadness,AD34,0.021570347813553492,AD34 Cheek Puff
p90,neutral_centered,sample_weighted,Surprise,AD34,0.008488167518009506,AD34 Cheek Puff
p90,neutral_centered,sample_weighted,Anger,AD35,3.169603627341542e-06,AD35 Cheek Suck
p90,neutral_centered,sample_weighted,Disgust,AD35,0.00016544971740260715,AD35 Cheek Suck
p90,neutral_centered,sample_weighted,Fear,AD35,0.00020565415375253137,AD35 Cheek Suck
p90,neutral_centered,sample_weighted,Happiness,AD35,2.1085410481646954e-06,AD35 Cheek Suck
p90,neutral_centered,sample_weighted,Neutral,AD35,9.186564232011924e-23,AD35 Cheek Suck
p90,neutral_centered,sample_weighted,Sadness,AD35,-1.0425040567162594e-06,AD35 Cheek Suck
p90,neutral_centered,sample_weighted,Surprise,AD35,0.012206497037383218,AD35 Cheek Suck
p90,neutral_centered,sample_weighted,Anger,EYE61,-0.02827561121275724,EYE61 Eyes Turn Left
p90,neutral_centered,sample_weighted,Disgust,EYE61,-0.01839309602550711,EYE61 Eyes Turn Left
p90,neutral_centered,sample_weighted,Fear,EYE61,-0.013461166419751829,EYE61 Eyes Turn Left
p90,neutral_centered,sample_weighted,Happiness,EYE61,-0.017192357463045874,EYE61 Eyes Turn Left
p90,neutral_centered,sample_weighted,Neutral,EYE61,-1.3605674321386722e-19,EYE61 Eyes Turn Left
p90,neutral_centered,sample_weighted,Sadness,EYE61,-0.017824194318741004,EYE61 Eyes Turn Left
p90,neutral_centered,sample_weighted,Surprise,EYE61,-0.019381742352033913,EYE61 Eyes Turn Left
p90,neutral_centered,sample_weighted,Anger,EYE62,0.0017283169779555923,EYE62 Eyes Turn Right
p90,neutral_centered,sample_weighted,Disgust,EYE62,-0.0009684592676641264,EYE62 Eyes Turn Right
p90,neutral_centered,sample_weighted,Fear,EYE62,0.0034038395470467626,EYE62 Eyes Turn Right
p90,neutral_centered,sample_weighted,Happiness,EYE62,0.013342741796366608,EYE62 Eyes Turn Right
p90,neutral_centered,sample_weighted,Neutral,EYE62,1.5873286708284509e-18,EYE62 Eyes Turn Right
p90,neutral_centered,sample_weighted,Sadness,EYE62,0.0021614251286419324,EYE62 Eyes Turn Right
p90,neutral_centered,sample_weighted,Surprise,EYE62,0.014431988016425859,EYE62 Eyes Turn Right
p90,neutral_centered,sample_weighted,Anger,EYE63,0.03422708149930879,EYE63 Eyes Up
p90,neutral_centered,sample_weighted,Disgust,EYE63,-0.009267337618874282,EYE63 Eyes Up
p90,neutral_centered,sample_weighted,Fear,EYE63,-0.030150305027487924,EYE63 Eyes Up
p90,neutral_centered,sample_weighted,Happiness,EYE63,0.00515946019697007,EYE63 Eyes Up
p90,neutral_centered,sample_weighted,Neutral,EYE63,2.5397258733255213e-18,EYE63 Eyes Up
p90,neutral_centered,sample_weighted,Sadness,EYE63,-0.02216725446248273,EYE63 Eyes Up
p90,neutral_centered,sample_weighted,Surprise,EYE63,-0.022797931878848994,EYE63 Eyes Up
p90,neutral_centered,sample_weighted,Anger,EYE64,0.09702147047818481,EYE64 Eyes Down
p90,neutral_centered,sample_weighted,Disgust,EYE64,0.12107660277176537,EYE64 Eyes Down
p90,neutral_centered,sample_weighted,Fear,EYE64,-0.0035593600410657763,EYE64 Eyes Down
p90,neutral_centered,sample_weighted,Happiness,EYE64,0.031775821086960504,EYE64 Eyes Down
p90,neutral_centered,sample_weighted,Neutral,EYE64,-3.7982507480537933e-19,EYE64 Eyes Down
p90,neutral_centered,sample_weighted,Sadness,EYE64,0.051387742482446076,EYE64 Eyes Down
p90,neutral_centered,sample_weighted,Surprise,EYE64,-0.003051641911359582,EYE64 Eyes Down
p90,neutral_centered,sample_weighted,Anger,UNMAPPED_MouthLeft,0.015558864760494241,MouthLeft (unmapped)
p90,neutral_centered,sample_weighted,Disgust,UNMAPPED_MouthLeft,0.017836436996507374,MouthLeft (unmapped)
p90,neutral_centered,sample_weighted,Fear,UNMAPPED_MouthLeft,0.0027638379787930196,MouthLeft (unmapped)
p90,neutral_centered,sample_weighted,Happiness,UNMAPPED_MouthLeft,0.008990836512564285,MouthLeft (unmapped)
p90,neutral_centered,sample_weighted,Neutral,UNMAPPED_MouthLeft,-6.815016719412051e-20,MouthLeft (unmapped)
p90,neutral_centered,sample_weighted,Sadness,UNMAPPED_MouthLeft,0.0037914772224098953,MouthLeft (unmapped)
p90,neutral_centered,sample_weighted,Surprise,UNMAPPED_MouthLeft,0.004263573156406439,MouthLeft (unmapped)
p90,neutral_centered,sample_weighted,Anger,UNMAPPED_MouthRight,0.006297585233957983,MouthRight (unmapped)
p90,neutral_centered,sample_weighted,Disgust,UNMAPPED_MouthRight,0.006243966938563568,MouthRight (unmapped)
p90,neutral_centered,sample_weighted,Fear,UNMAPPED_MouthRight,0.0012584275261132035,MouthRight (unmapped)
p90,neutral_centered,sample_weighted,Happiness,UNMAPPED_MouthRight,0.003791534520464345,MouthRight (unmapped)
p90,neutral_centered,sample_weighted,Neutral,UNMAPPED_MouthRight,4.7887810416664695e-21,MouthRight (unmapped)
p90,neutral_centered,sample_weighted,Sadness,UNMAPPED_MouthRight,0.0001810098060884939,MouthRight (unmapped)
p90,neutral_centered,sample_weighted,Surprise,UNMAPPED_MouthRight,0.004897867773882547,MouthRight (unmapped)
p90,neutral_centered,participant_balanced,Anger,AU1,0.07167601135564623,AU1 Inner Brow Raiser
p90,neutral_centered,participant_balanced,Disgust,AU1,0.07143924710262736,AU1 Inner Brow Raiser
p90,neutral_centered,participant_balanced,Fear,AU1,0.22330429060551285,AU1 Inner Brow Raiser
p90,neutral_centered,participant_balanced,Happiness,AU1,0.038961635814098027,AU1 Inner Brow Raiser
p90,neutral_centered,participant_balanced,Neutral,AU1,4.3446007955026495e-19,AU1 Inner Brow Raiser
p90,neutral_centered,participant_balanced,Sadness,AU1,0.10866268736890405,AU1 Inner Brow Raiser
p90,neutral_centered,participant_balanced,Surprise,AU1,0.30457679011939626,AU1 Inner Brow Raiser
p90,neutral_centered,participant_balanced,Anger,AU2,0.011518658962896921,AU2 Outer Brow Raiser
p90,neutral_centered,participant_balanced,Disgust,AU2,0.026353102374269743,AU2 Outer Brow Raiser
p90,neutral_centered,participant_balanced,Fear,AU2,0.22365147739568245,AU2 Outer Brow Raiser
p90,neutral_centered,participant_balanced,Happiness,AU2,0.035501052792191026,AU2 Outer Brow Raiser
p90,neutral_centered,participant_balanced,Neutral,AU2,-2.6119571812909485e-19,AU2 Outer Brow Raiser
p90,neutral_centered,participant_balanced,Sadness,AU2,0.025723223464076385,AU2 Outer Brow Raiser
p90,neutral_centered,participant_balanced,Surprise,AU2,0.31191838389120147,AU2 Outer Brow Raiser
p90,neutral_centered,participant_balanced,Anger,AU4,0.3719775771078142,AU4 Brow Lowerer
p90,neutral_centered,participant_balanced,Disgust,AU4,0.390193138501852,AU4 Brow Lowerer
p90,neutral_centered,participant_balanced,Fear,AU4,0.04898830250388644,AU4 Brow Lowerer
p90,neutral_centered,participant_balanced,Happiness,AU4,0.03532770554387246,AU4 Brow Lowerer
p90,neutral_centered,participant_balanced,Neutral,AU4,6.01595067061804e-20,AU4 Brow Lowerer
p90,neutral_centered,participant_balanced,Sadness,AU4,0.21866489835772535,AU4 Brow Lowerer
p90,neutral_centered,participant_balanced,Surprise,AU4,0.016907881648731242,AU4 Brow Lowerer
p90,neutral_centered,participant_balanced,Anger,AU5,0.06033079681915965,AU5 Upper Lid Raiser
p90,neutral_centered,participant_balanced,Disgust,AU5,0.016066088807890705,AU5 Upper Lid Raiser
p90,neutral_centered,participant_balanced,Fear,AU5,0.2789560900664646,AU5 Upper Lid Raiser
p90,neutral_centered,participant_balanced,Happiness,AU5,0.031519461485477226,AU5 Upper Lid Raiser
p90,neutral_centered,participant_balanced,Neutral,AU5,3.497501321981116e-19,AU5 Upper Lid Raiser
p90,neutral_centered,participant_balanced,Sadness,AU5,0.028374887174825017,AU5 Upper Lid Raiser
p90,neutral_centered,participant_balanced,Surprise,AU5,0.2314471979903898,AU5 Upper Lid Raiser
p90,neutral_centered,participant_balanced,Anger,AU6,0.22050900673549634,AU6 Cheek Raiser
p90,neutral_centered,participant_balanced,Disgust,AU6,0.32525326510388436,AU6 Cheek Raiser
p90,neutral_centered,participant_balanced,Fear,AU6,0.020034184456728096,AU6 Cheek Raiser
p90,neutral_centered,participant_balanced,Happiness,AU6,0.500846601380396,AU6 Cheek Raiser
p90,neutral_centered,participant_balanced,Neutral,AU6,-3.7598582481550878e-19,AU6 Cheek Raiser
