sequence_id,reenactment_id,participant_id,perspective,true_class,final_predicted_class,correct_final,ever_correct,never_correct,first_correct_timestep,stabilization_timestep,prediction_switches,earlier_correct_final_wrong
1701085804610-2-23-4-12-1-1,1701085804610-2-23-4-12-1,23,Side,Disgust,Disgust,True,True,False,7.0,25,3,False
1701085805933-2-23-4-13-3-0,1701085805933-2-23-4-13-3,23,Central,Happiness,Happiness,True,True,False,1.0,11,4,False
1701085805933-2-23-4-13-3-1,1701085805933-2-23-4-13-3,23,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1701085807269-2-23-4-14-0-0,1701085807269-2-23-4-14-0,23,Central,Anger,Anger,True,True,False,3.0,12,3,False
1701085807269-2-23-4-14-0-1,1701085807269-2-23-4-14-0,23,Side,Anger,Disgust,False,True,False,12.0,28,2,True
1701085809428-2-23-4-15-1-0,1701085809428-2-23-4-15-1,23,Central,Disgust,Disgust,True,True,False,25.0,25,4,False
1701085809428-2-23-4-15-1-1,1701085809428-2-23-4-15-1,23,Side,Disgust,Disgust,True,True,False,24.0,24,4,False
1701085810970-2-23-4-16-2-0,1701085810970-2-23-4-16-2,23,Central,Fear,Disgust,False,False,True,,1,0,False
1701085810970-2-23-4-16-2-1,1701085810970-2-23-4-16-2,23,Side,Fear,Fear,True,True,False,29.0,29,2,False
1701085812843-2-23-4-17-5-0,1701085812843-2-23-4-17-5,23,Central,Sadness,Sadness,True,True,False,29.0,29,2,False
1701085812843-2-23-4-17-5-1,1701085812843-2-23-4-17-5,23,Side,Sadness,Sadness,True,True,False,28.0,28,2,False
1701085820057-2-23-4-21-6-0,1701085820057-2-23-4-21-6,23,Central,Surprise,Surprise,True,True,False,23.0,23,6,False
1701085820057-2-23-4-21-6-1,1701085820057-2-23-4-21-6,23,Side,Surprise,Surprise,True,True,False,19.0,19,1,False
1701085821482-2-23-4-22-0-0,1701085821482-2-23-4-22-0,23,Central,Anger,Anger,True,True,False,1.0,14,2,False
1701085821482-2-23-4-22-0-1,1701085821482-2-23-4-22-0,23,Side,Anger,Anger,True,True,False,15.0,19,3,False
1701085823245-2-23-4-23-2-0,1701085823245-2-23-4-23-2,23,Central,Fear,Fear,True,True,False,30.0,30,4,False
1701085823245-2-23-4-23-2-1,1701085823245-2-23-4-23-2,23,Side,Fear,Fear,True,True,False,21.0,21,1,False
1701085827129-2-23-4-25-2-0,1701085827129-2-23-4-25-2,23,Central,Fear,Fear,True,True,False,25.0,25,5,False
1701085827129-2-23-4-25-2-1,1701085827129-2-23-4-25-2,23,Side,Fear,Fear,True,True,False,18.0,18,3,False
1701085829241-2-23-4-26-1-0,1701085829241-2-23-4-26-1,23,Central,Disgust,Disgust,True,True,False,18.0,18,2,False
1701085829241-2-23-4-26-1-1,1701085829241-2-23-4-26-1,23,Side,Disgust,Disgust,True,True,False,20.0,20,1,False
1701085830697-2-23-4-27-6-0,1701085830697-2-23-4-27-6,23,Central,Surprise,Surprise,True,True,False,17.0,17,2,False
1701085830697-2-23-4-27-6-1,1701085830697-2-23-4-27-6,23,Side,Surprise,Surprise,True,True,False,16.0,16,2,False
1701094438118-2-27-1-0-0-0,1701094438118-2-27-1-0-0,27,Central,Anger,Fear,False,False,True,,1,0,False
1701094438118-2-27-1-0-0-1,1701094438118-2-27-1-0-0,27,Side,Anger,Disgust,False,True,False,29.0,30,4,True
1701094443379-2-27-1-2-3-0,1701094443379-2-27-1-2-3,27,Central,Happiness,Happiness,True,True,False,9.0,9,3,False
1701094443379-2-27-1-2-3-1,1701094443379-2-27-1-2-3,27,Side,Happiness,Happiness,True,True,False,5.0,5,3,False
1701094445452-2-27-1-3-0-0,1701094445452-2-27-1-3-0,27,Central,Anger,Anger,True,True,False,28.0,28,2,False
1701094445452-2-27-1-3-0-1,1701094445452-2-27-1-3-0,27,Side,Anger,Anger,True,True,False,27.0,27,2,False
1701094448444-2-27-1-4-0-0,1701094448444-2-27-1-4-0,27,Central,Anger,Disgust,False,False,True,,20,2,False
1701094448444-2-27-1-4-0-1,1701094448444-2-27-1-4-0,27,Side,Anger,Anger,True,True,False,25.0,25,2,False
1701094450282-2-27-1-5-5-0,1701094450282-2-27-1-5-5,27,Central,Sadness,Sadness,True,True,False,24.0,24,2,False
1701094450282-2-27-1-5-5-1,1701094450282-2-27-1-5-5,27,Side,Sadness,Sadness,True,True,False,22.0,22,1,False
1701094455829-2-27-1-7-5-0,1701094455829-2-27-1-7-5,27,Central,Sadness,Disgust,False,True,False,1.0,30,1,True
1701094455829-2-27-1-7-5-1,1701094455829-2-27-1-7-5,27,Side,Sadness,Sadness,True,True,False,1.0,1,0,False
1701094458007-2-27-1-8-3-0,1701094458007-2-27-1-8-3,27,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1701094458007-2-27-1-8-3-1,1701094458007-2-27-1-8-3,27,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1701094536373-2-27-2-2-6-0,1701094536373-2-27-2-2-6,27,Central,Surprise,Surprise,True,True,False,1.0,1,0,False
1701094536373-2-27-2-2-6-1,1701094536373-2-27-2-2-6,27,Side,Surprise,Surprise,True,True,False,1.0,1,0,False
1701094539306-2-27-2-3-2-0,1701094539306-2-27-2-3-2,27,Central,Fear,Surprise,False,True,False,13.0,21,4,True
1701094539306-2-27-2-3-2-1,1701094539306-2-27-2-3-2,27,Side,Fear,Surprise,False,True,False,12.0,14,2,True
1701094549501-2-27-2-7-4-0,1701094549501-2-27-2-7-4,27,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1701094549501-2-27-2-7-4-1,1701094549501-2-27-2-7-4,27,Side,Neutral,Neutral,True,True,False,1.0,30,4,False
1701094559720-2-27-2-11-4-0,1701094559720-2-27-2-11-4,27,Central,Neutral,Neutral,True,True,False,2.0,2,1,False
1701094559720-2-27-2-11-4-1,1701094559720-2-27-2-11-4,27,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1701094652485-2-27-3-0-4-0,1701094652485-2-27-3-0-4,27,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1701094652485-2-27-3-0-4-1,1701094652485-2-27-3-0-4,27,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1701094656847-2-27-3-2-0-0,1701094656847-2-27-3-2-0,27,Central,Anger,Happiness,False,True,False,1.0,18,1,True
1701094656847-2-27-3-2-0-1,1701094656847-2-27-3-2-0,27,Side,Anger,Happiness,False,True,False,1.0,16,2,True
1701094657984-2-27-3-3-6-0,1701094657984-2-27-3-3-6,27,Central,Surprise,Surprise,True,True,False,23.0,23,2,False
1701094657984-2-27-3-3-6-1,1701094657984-2-27-3-3-6,27,Side,Surprise,Surprise,True,True,False,20.0,20,2,False
1701094661584-2-27-3-5-2-0,1701094661584-2-27-3-5-2,27,Central,Fear,Surprise,False,True,False,1.0,24,1,True
1701094661584-2-27-3-5-2-1,1701094661584-2-27-3-5-2,27,Side,Fear,Surprise,False,True,False,1.0,20,1,True
1701094664518-2-27-3-6-5-0,1701094664518-2-27-3-6-5,27,Central,Sadness,Sadness,True,True,False,14.0,14,2,False
1701094664518-2-27-3-6-5-1,1701094664518-2-27-3-6-5,27,Side,Sadness,Sadness,True,True,False,8.0,8,2,False
1701094668813-2-27-3-8-0-0,1701094668813-2-27-3-8-0,27,Central,Anger,Disgust,False,True,False,11.0,30,3,True
1701094668813-2-27-3-8-0-1,1701094668813-2-27-3-8-0,27,Side,Anger,Disgust,False,False,True,,5,1,False
1701094669809-2-27-3-9-1-0,1701094669809-2-27-3-9-1,27,Central,Disgust,Happiness,False,True,False,2.0,26,5,True
1701094669809-2-27-3-9-1-1,1701094669809-2-27-3-9-1,27,Side,Disgust,Happiness,False,True,False,1.0,21,4,True
1701094672347-2-27-3-10-0-0,1701094672347-2-27-3-10-0,27,Central,Anger,Anger,True,True,False,14.0,14,3,False
1701094672347-2-27-3-10-0-1,1701094672347-2-27-3-10-0,27,Side,Anger,Disgust,False,True,False,13.0,30,4,True
1701094679684-2-27-3-14-4-0,1701094679684-2-27-3-14-4,27,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1701094679684-2-27-3-14-4-1,1701094679684-2-27-3-14-4,27,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1701094684847-2-27-3-16-2-0,1701094684847-2-27-3-16-2,27,Central,Fear,Happiness,False,False,True,,1,0,False
1701094684847-2-27-3-16-2-1,1701094684847-2-27-3-16-2,27,Side,Fear,Happiness,False,False,True,,1,0,False
1701094686349-2-27-3-17-3-0,1701094686349-2-27-3-17-3,27,Central,Happiness,Happiness,True,True,False,1.0,21,2,False
1701094686349-2-27-3-17-3-1,1701094686349-2-27-3-17-3,27,Side,Happiness,Happiness,True,True,False,1.0,18,4,False
1701094688507-2-27-3-18-1-0,1701094688507-2-27-3-18-1,27,Central,Disgust,Happiness,False,True,False,1.0,17,1,True
1701094688507-2-27-3-18-1-1,1701094688507-2-27-3-18-1,27,Side,Disgust,Happiness,False,True,False,1.0,13,3,True
1701094689680-2-27-3-19-6-0,1701094689680-2-27-3-19-6,27,Central,Surprise,Surprise,True,True,False,8.0,8,1,False
1701094689680-2-27-3-19-6-1,1701094689680-2-27-3-19-6,27,Side,Surprise,Surprise,True,True,False,5.0,5,2,False
1701094692584-2-27-3-20-2-0,1701094692584-2-27-3-20-2,27,Central,Fear,Surprise,False,False,True,,1,0,False
1701094692584-2-27-3-20-2-1,1701094692584-2-27-3-20-2,27,Side,Fear,Surprise,False,False,True,,1,0,False
1701094821546-2-27-4-1-5-0,1701094821546-2-27-4-1-5,27,Central,Sadness,Sadness,True,True,False,13.0,13,2,False
1701094821546-2-27-4-1-5-1,1701094821546-2-27-4-1-5,27,Side,Sadness,Sadness,True,True,False,10.0,10,3,False
1701094823610-2-27-4-2-4-0,1701094823610-2-27-4-2-4,27,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1701094823610-2-27-4-2-4-1,1701094823610-2-27-4-2-4,27,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1701094824960-2-27-4-3-6-0,1701094824960-2-27-4-3-6,27,Central,Surprise,Surprise,True,True,False,6.0,6,1,False
1701094824960-2-27-4-3-6-1,1701094824960-2-27-4-3-6,27,Side,Surprise,Surprise,True,True,False,3.0,3,1,False
1701094829010-2-27-4-5-4-0,1701094829010-2-27-4-5-4,27,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1701094829010-2-27-4-5-4-1,1701094829010-2-27-4-5-4,27,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1701094830423-2-27-4-6-3-0,1701094830423-2-27-4-6-3,27,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1701094830423-2-27-4-6-3-1,1701094830423-2-27-4-6-3,27,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1701094835647-2-27-4-9-2-0,1701094835647-2-27-4-9-2,27,Central,Fear,Happiness,False,True,False,22.0,26,5,True
1701094835647-2-27-4-9-2-1,1701094835647-2-27-4-9-2,27,Side,Fear,Fear,True,True,False,14.0,30,7,False
1701094839307-2-27-4-11-3-0,1701094839307-2-27-4-11-3,27,Central,Happiness,Happiness,True,True,False,17.0,17,3,False
1701094839307-2-27-4-11-3-1,1701094839307-2-27-4-11-3,27,Side,Happiness,Happiness,True,True,False,13.0,13,2,False
1701094842669-2-27-4-13-3-0,1701094842669-2-27-4-13-3,27,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1701094842669-2-27-4-13-3-1,1701094842669-2-27-4-13-3,27,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1701094848288-2-27-4-16-2-0,1701094848288-2-27-4-16-2,27,Central,Fear,Happiness,False,True,False,2.0,12,4,True
1701094848288-2-27-4-16-2-1,1701094848288-2-27-4-16-2,27,Side,Fear,Happiness,False,True,False,3.0,6,3,True
1701094851143-2-27-4-18-4-0,1701094851143-2-27-4-18-4,27,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1701094851143-2-27-4-18-4-1,1701094851143-2-27-4-18-4,27,Side,Neutral,Neutral,True,True,False,2.0,10,3,False
1701094852692-2-27-4-19-6-0,1701094852692-2-27-4-19-6,27,Central,Surprise,Surprise,True,True,False,1.0,1,0,False
1701094852692-2-27-4-19-6-1,1701094852692-2-27-4-19-6,27,Side,Surprise,Surprise,True,True,False,1.0,1,0,False
1701094855279-2-27-4-20-5-0,1701094855279-2-27-4-20-5,27,Central,Sadness,Sadness,True,True,False,1.0,1,0,False
1701094855279-2-27-4-20-5-1,1701094855279-2-27-4-20-5,27,Side,Sadness,Sadness,True,True,False,1.0,1,0,False
1701094856933-2-27-4-21-6-0,1701094856933-2-27-4-21-6,27,Central,Surprise,Surprise,True,True,False,1.0,1,0,False
1701094856933-2-27-4-21-6-1,1701094856933-2-27-4-21-6,27,Side,Surprise,Surprise,True,True,False,1.0,1,0,False
1701094862346-2-27-4-24-3-0,1701094862346-2-27-4-24-3,27,Central,Happiness,Happiness,True,True,False,15.0,15,4,False
1701094862346-2-27-4-24-3-1,1701094862346-2-27-4-24-3,27,Side,Happiness,Happiness,True,True,False,10.0,10,1,False
1701094865205-2-27-4-26-1-0,1701094865205-2-27-4-26-1,27,Central,Disgust,Happiness,False,True,False,19.0,25,3,True
1701094865205-2-27-4-26-1-1,1701094865205-2-27-4-26-1,27,Side,Disgust,Happiness,False,True,False,17.0,19,3,True
1701094866874-2-27-4-27-6-0,1701094866874-2-27-4-27-6,27,Central,Surprise,Surprise,True,True,False,14.0,14,2,False
1701094866874-2-27-4-27-6-1,1701094866874-2-27-4-27-6,27,Side,Surprise,Surprise,True,True,False,11.0,11,4,False
